Identifier	Character	Dialogue	Filename	Line Number
epizod7p5_91f1a486	p5	Hah, możliwe, że właśnie tak się nazywa. To co o tym myślisz?	game/script.rpy	2353
epizod7p5_2cfe835e	p1	Bardzo dobry pomysł! Możesz w takim razie prowadzić - zobaczymy czy znasz już trochę okolicę!	game/script.rpy	2354
epizod7p5_43b88405	p5	No dobrze, to chodźmy!	game/script.rpy	2355
epizod7p5_a04cddb6	p1	No, dotarliśmy. Tu jest początek - chciałeś iść w jakieś konkretne miejsce?	game/script.rpy	2374
epizod7p5_ca1dc4cd	p5	Hmm, myślałem żeby po prostu się przejść i porozmawiać. Tak wiesz, przed siebie!	game/script.rpy	2375
epizod7p5_87b3fe33	p1	Oh. W zasadzie, czemu nie...	game/script.rpy	2376
epizod7p5_4cbfb166		Ruszyli przed siebie. Na początku w lekko niezręcznej ciszy, którą pierwszy postanowił przerwać Meamir.	game/script.rpy	2381
epizod7p5_f4cfecc0	p5	W zasadzie skąd wzięła się nazwa tego miejsca?	game/script.rpy	2382
epizod7p5_509db0e9	p1	Ah, nie jestem dokładnie pewna. Nigdy nie zwracałam uwagi na takie historie.	game/script.rpy	2383
epizod7p5_e5430f93	p5	Oh...	game/script.rpy	2386
epizod7p5_3ced48a9	p1	Ale! Wiem tyle, że Ivan był ponoć bardzo dobrym krasnoludem.	game/script.rpy	2389
epizod7p5_a73f8a6f	p5	W jakim sensie dobrym?	game/script.rpy	2392
epizod7p5_9f2fcf01	p1	W takim, że pomagał innym. Jeśli coś komuś się zepsuło to szedł i naprawił. Jeśli ktoś potrzebował pomocy w naprawie dachu to szedł i to zrobił.	game/script.rpy	2393
epizod7p5_c28bd150	p1	Nigdy nie chciał niczego w zamian. Dlatego po jego śmierci nazwano to miejsce na jego cześć.	game/script.rpy	2394
epizod7p5_4c77f5cc	p5	Ojej, to w sumie piękne - chciałbym żeby kiedyś ktoś tak mnie wspominał...	game/script.rpy	2395
epizod7p5_e233aca8	p1	Oho, no proszę - ładne marzenie!	game/script.rpy	2400
epizod7p5_1d247365	p5	Oj, tak tylko mi się powiedziało! Byłoby po prostu miło...	game/script.rpy	2401
epizod7p5_61d49461	p5	Poza tym mówiłaś, że nie zwracasz uwagi na takie historie... a tutaj w zasadzie wiem już prawie wszystko!	game/script.rpy	2406
epizod7p5_4f9f5f63	p1	Jakie wszystko? Zapamiętałam tylko kilka szczegółów!	game/script.rpy	2407
epizod7p5_6029efe7	p5	I przekazałaś te najważniejsze! Chyba jednak zwróciłaś trochę uwagę na tę historię!	game/script.rpy	2408
epizod7p5_caab0bb4	p1	Może ciut...	game/script.rpy	2409
epizod7p5_47a8bfb6	p1	Poza tym skąd wiesz, że najważniejsze... hmm?	game/script.rpy	2412
epizod7p5_c9172062	p5	Zwróć uwagę, że wskazałaś na najistotniejsze elementy.	game/script.rpy	2415
epizod7p5_b94f4a2b	p1	Czyli jakie dokładnie?	game/script.rpy	2418
epizod7p5_eae64459	p5	Powiedziałaś, że był dobry. Po prostu... był dobrą osobą - czy to nie jest najistotniejsze?	game/script.rpy	2419
epizod7p5_a1998c49		Lia na chwilę się zamyśliła. Spojrzała na Meamira z zaciekawieniem i pewną fascynacją.	game/script.rpy	2420
epizod7p5_242cc97d	p1	Chyba masz rację. Nie pomyślałam, że to może być najistotniejsze.	game/script.rpy	2421
epizod7p5_3cc932f8	p5	Czasem najbardziej oczywiste rzeczy są tymi, które najczęściej omijamy.	game/script.rpy	2422
epizod7p5_dc380ea7	p5	Nie ma czym się przejmować. Idziemy dalej?	game/script.rpy	2423
epizod7p5_71d2aba2	p1	Tak, chodźmy!	game/script.rpy	2424
epizod7p5_d99632f0		Lia wskazała ścieżkę idącą w kierunku niewielkiego lasu przy drodze.	game/script.rpy	2425
epizod7p5_f7bf1b7d		Przez chwilę szli w ciszy, obserwując uważnie każdy otaczający ich szczegół.	game/script.rpy	2426
epizod7p5_c3207385		Tym razem ciszę postanowiła przerwać Lia.	game/script.rpy	2427
epizod7p5_6e473904	p1	W ogóle... jak Ci się podobało na festiwalu?	game/script.rpy	2428
epizod7p5_1ba474eb	p5	Hmm? Słucham?	game/script.rpy	2431
epizod7p5_aef6a8db		Zapytał lekko wybity ze swoich myśli Meamir.	game/script.rpy	2432
epizod7p5_40df4678	p1	Pytałam jak Ci się podobał festiwal. W zasadzie jak się podoba, bo pewnie jeszcze chwilę potrwa.	game/script.rpy	2433
epizod7p5_33dc3023	p5	Ah, przepraszam - zamyśliłem się. Co do festiwalu... 	game/script.rpy	2436
epizod7p5_55b42b9c	p5	Tak szczerze takie imprezy nie są zbytnio w moim stylu, ale finalnie całość muszę ocenić bardzo pozytywnie.	game/script.rpy	2437
epizod7p5_8981501b	p1	A to dlaczego?	game/script.rpy	2438
epizod7p5_8c07d942	p5	No jak to dlaczego? Spotkaliśmy się! Dzięki temu cały festiwal w moich oczach stał się wyśmienitym wydarzeniem!	game/script.rpy	2443
epizod7p5_e528110a	p1	Oj, nie wygłupiaj się. Na pewno byłby wyśmienity i beze mnie...	game/script.rpy	2444
epizod7p5_8835c97a	p5	No nie wiem... myślę, że to jednak Twoja zasługa!	game/script.rpy	2447
epizod7p5_ea2acc57	p1	Oh, no dobrze... a co myślisz o samym festiwalu?	game/script.rpy	2452
epizod7p5_9ff3bff4	p5	W jakim sensie?	game/script.rpy	2453
epizod7p5_5b839132	p1	W takim ogólnym, co myślisz. Mówisz, że takie imprezy nie są dla Ciebie, ale jednak jest to duża część naszej kultury...	game/script.rpy	2454
epizod7p5_b8755ea8	p5	Ah, no tak. Hmm. Na pewno jest w tym czasie ślicznie. Nieczęsto całe niebo jest takie zielone.	game/script.rpy	2457
epizod7p5_2f3260fe	p5	I tak sobie myślę, że w sumie chyba nawet polubiłem ten Festiwał.	game/script.rpy	2458
epizod7p5_efd64c5c	p1	Dlaczego? 	game/script.rpy	2459
epizod7p5_50da7417	p5	Hmm... można na przykład poznać tam urocze osoby!	game/script.rpy	2462
epizod7p5_5477842d	p1	Tak? Pierwsze słyszę. Chyba byliśmy na różnych festiwalach...	game/script.rpy	2465
epizod7p5_f2b7a1bd	p5	Oh... Bo...	game/script.rpy	2468
epizod7p5_eddf02d6	p1	Oj no, przecież żartuję. Miałeś przestać się wygłupiać! Teraz musisz mnie odprowadzić - aż do domu!	game/script.rpy	2471
epizod7p5_a3dcc3a8	p5	Ahh... trochę się przez Ciebie zmieszałem...	game/script.rpy	2472
epizod7p5_e18ee58b	p1	Haha, taki był cel! Chodźmy powoli w drugą stronę... nie chcemy po nocy tułać się po lasku.	game/script.rpy	2475
epizod7p5_6ae01d14	p5	No dobrze, dobrze. Idziemy do Tawerny?	game/script.rpy	2476
epizod7p5_605a5ebd	p1	Dokładnie tak, chodź - nie stój jak słup!	game/script.rpy	2477
epizod7p5_2040e0ab		Meamir od razu ruszył w kierunku wskazanym przez Lię.	game/script.rpy	2478
epizod7p5_32d85622		Wracali głównie w ciszy, czasem wymieniając spostrzeżenia na temat mijanych obiektów.	game/script.rpy	2481
epizod7p5_c47221d8		Lia była radosna. Nie czuła takiej swobody od dawna i bardzo ją to cieszyło.	game/script.rpy	2482
epizod7p5_3d82bfc0		Ale teraz skupiła się na drodze - powoli zbliżali się do Tawerny.	game/script.rpy	2483
epizod7p5_7949cea1		Gdy dotarli, z wewnątrz usłyszeli odgłosy przekrzykujących się gości.	game/script.rpy	2490
epizod7p5_fe9818b7	p1	No dobrze, jesteśmy. Dziękuję za spacer i za odprowadzenie. Było naprawdę miło!	game/script.rpy	2493
epizod7p5_843dcd95	p5	Ja też dziękuję! Cieszę się, że przyszłaś i że udało nam się miło spędzić czas.	game/script.rpy	2494
epizod7p5_94df5052	p5	Hmm... a czy zasłużyłem może na przytulasa na pożegnanie?	game/script.rpy	2495
epizod7p5_1d1ec90d	p1	No powiedzmy... powiedzmy, że zasłużyłeś.	game/script.rpy	2498
epizod7p5_1eead432		Lia z lekkim stresem postanowiła lekko przytulić Meamira na pożegnanie.	game/script.rpy	2500
epizod7p5_38909bff		"To całkiem przyjemne!" - pomyślała Lia i wzmocniła lekko swój uścisk.	game/script.rpy	2501
epizod7p5_5dd40a6a		Meamir odwzajemnił się z podobnym zaangażowaniem.	game/script.rpy	2502
epizod7p5_d41ae8cf		Po chwili odsunęli się od siebie. Lia pożegnała się pierwsza:	game/script.rpy	2503
epizod7p5_b6ba5957	p1	To do zobaczenia, papa i dziękuję za spacer!	game/script.rpy	2504
epizod7p5_ddfd8dcb	p5	Ja też dziękuję - do zobaczenia! Dobranoc!	game/script.rpy	2505
epizod7p5_d9525b6a	p1	Dobranoc!	game/script.rpy	2506
epizod7p5_21097f42		Lia pomachała jeszcze na pożegnanie Meamirowi, po czym ruszyła w kierunku swojego pokoju.	game/script.rpy	2507
epizod7p5_107f44b6		Lia weszła do swojego pokoju, zamknęła drzwi i przystanęła na środku jakby niespodziewanie nawiedziła ją jakaś myśl.	game/script.rpy	2513
epizod7p5_a59f0814	p1	Oh, przepraszam, że rozmawialiśmy dziś tak mało. Strasznie pokręcony dzień...	game/script.rpy	2517
epizod7p5_cbee8f20	gr	Nic się nie stało. Bardzo dobrze sobie poradziłaś!	game/script.rpy	2518
epizod7p5_ea9c2443	p1	Dziękuję! Za radę także... myślę, że wybrałam bardzo dobrze!	game/script.rpy	2521
epizod7p5_85250299	gr	Dobrze, że się zapytałaś i co najważniejsze... że mogłem Ci pomóc!	game/script.rpy	2522
epizod7p5_6f0f0034	p1	Oh, nie czuję zmęczenia. Chyba teraz w ogóle nie zasnę.	game/script.rpy	2523
epizod7p5_04812bfa	gr	Bez przesady, trochę dziś się nabiegałaś! Położysz się i wkrótce zaśniesz, zobaczysz...	game/script.rpy	2524
epizod7p5_ae1dcb39	p1	Ah, pewnie masz rację. Zresztą, jak zwykle! To się kładę, dobranoc!	game/script.rpy	2525
epizod7p5_168a0c0a	gr	Dobranoc, śpij dobrze.	game/script.rpy	2526
epizod7p5_feb40548		Lia nie tylko zasnęła bardzo szybko, ale także z uśmiechem na twarzy.	game/script.rpy	2527
epizod7p5_eae37fdc		Nie zdarzyło się to od bardzo dawna...	game/script.rpy	2528
epizod7p5_a256479d		Lia obudziła się jeszcze nim promienie słoneczne dosięgły jej okna. Była pełna energii.	game/script.rpy	2539
epizod7p5_5feac2fe		Pierwszy raz od dawna nie mogła doczekać się śniadania i zbliżającej się rozmowy.	game/script.rpy	2540
epizod7p5_95512a8f		Gdy się ubierała - zauważyła przy łóżku kartkę. Z ciekawości podeszła i na nią zerknęła.	game/script.rpy	2541
trailerstuff_93e21a1d		dzien w noc	game/testy.rpy	35
testy_postaci_15937d37	p5	hej	game/testy.rpy	106
testy_postaci_ffb30dff	p5	tst	game/testy.rpy	108
testy_postaci_23267ab9	p6	hej	game/testy.rpy	113
testy_postaci_4ca49ac1	p6	hey	game/testy.rpy	116
testy_postaci_7b1e4b9b	p1	You can stay here	game/testy.rpy	126
testy_postaci_5b2b3dad	p4	I love it	game/testy.rpy	128
testy_postaci_026dbe50	p2	hejka	game/testy.rpy	134
testy_postaci_4e447974	p3	grrrr	game/testy.rpy	137
testy_postaci_232b0f6b	p1	jestem tu czy nie?	game/testy.rpy	143
testy_postaci_291f5259	p1	a ja w standardowym rozmiarze?	game/testy.rpy	145
testy_postaci_9b1705be	p1	neutral	game/testy.rpy	149
testy_postaci_a874c295	p1	angry	game/testy.rpy	153
testy_postaci_a874c295_1	p1	angry	game/testy.rpy	157
testy_postaci_4f1d51d4	p4	jestem tu czy nie?	game/testy.rpy	162
testy_postaci_df8ff25d	p4	a ja w standardowym rozmiarze?	game/testy.rpy	164
testy_postaci_545c92bb	p4	neutral	game/testy.rpy	168
testy_postaci_78b112c6	p4	angry	game/testy.rpy	171
testy_postaci_c08616dd	p4	smile	game/testy.rpy	177
testy_postaci_c4488940	p4	happy	game/testy.rpy	181
testy_postaci_87a022ab	p4	surprised neutral	game/testy.rpy	185
testy_postaci_445bcb8a	p4	surprised happy	game/testy.rpy	191
testy_postaci_0077a75c	p4	jestem zla	game/testy.rpy	198
testy_postaci_e22dcbf8	p4	smutno mi	game/testy.rpy	200
testy_postaci_a2c8ebd1	p4	hihi	game/testy.rpy	202
testy_postaci_1a52d2bd	p4	ojeju blushuje	game/testy.rpy	204
testy_postaci_4aa02321	p4	jak to?	game/testy.rpy	206
testy_postaci_b8840fe6	p4	hmmm	game/testy.rpy	208
screeny_575cf21a	p1	You can stay here.	game/testy.rpy	225
screeny_41e87bad	p1	          I've had so much fun yesterday! All thanks to you!	game/testy.rpy	233
screeny_b85c9e51	p1	Order 66 ready!	game/testy.rpy	249
screeny_f3087c7a	p1	I've had so much fun yesterday! All thanks to you!	game/testy.rpy	259
screeny_bfc6e903	p4	Sure, come in. I wanted to speak with you anyway...	game/testy.rpy	263
screeny_b42ab41f		She leaned tiredly against the wall, listening to the silence disturbed only by the crackling embers in the fireplace.	game/testy.rpy	267
screeny_6c98f243	p1	Wait, what was that? Did you hear that too?	game/testy.rpy	273
screeny_2fb1a321	p4	I can take care of myself!	game/testy.rpy	281
